rodzina;wzrost_ojca;wzrost_matki;plec;liczba_dzieci;wzrost_dziecka
176;168,91;165,1;1;8;174,498
176;168,91;165,1;1;8;173,99
176;168,91;165,1;1;8;168,91
176;168,91;165,1;1;8;163,83
176;168,91;165,1;0;8;158,75
176;168,91;165,1;0;8;153,67
176;168,91;165,1;0;8;153,67
176;168,91;165,1;0;8;146,05
177;167,64;166,37;1;5;182,88
177;167,64;166,37;1;5;180,34
177;167,64;166,37;1;5;170,18
177;167,64;166,37;0;5;167,64
177;167,64;166,37;0;5;165,1
178;167,64;160,02;1;1;177,8
179;167,64;161,29;0;2;163,83
179;167,64;161,29;0;2;157,48
180;168,91;160,02;1;6;170,688
180;168,91;160,02;1;6;170,18
180;168,91;160,02;1;6;165,1
180;168,91;160,02;0;6;165,1
180;168,91;160,02;0;6;165,1
180;168,91;160,02;0;6;160,02
181;168,91;158,75;1;7;177,8
181;168,91;158,75;1;7;172,72
181;168,91;158,75;0;7;161,29
181;168,91;158,75;0;7;158,75
181;168,91;158,75;0;7;158,75
181;168,91;158,75;0;7;158,75
181;168,91;158,75;0;7;158,75
182;167,64;156,21;1;1;177,8
183;167,64;152,4;1;4;172,72
183;167,64;152,4;1;4;170,18
183;167,64;152,4;1;4;165,1
183;167,64;152,4;0;4;152,4
184;167,64;152,4;1;1;165,1
185;167,64;149,86;1;15;172,72
185;167,64;149,86;1;15;170,18
185;167,64;149,86;1;15;168,91
185;167,64;149,86;1;15;167,64
185;167,64;149,86;1;15;166,878
185;167,64;149,86;1;15;166,37
185;167,64;149,86;1;15;165,1
185;167,64;149,86;0;15;165,1
185;167,64;149,86;0;15;162,56
185;167,64;149,86;0;15;160,02
185;167,64;149,86;0;15;157,48
185;167,64;149,86;0;15;154,94
185;167,64;149,86;0;15;152,4
185;167,64;149,86;0;15;147,32
185;167,64;149,86;0;15;144,78
186;165,1;170,18;1;4;168,91
186;165,1;170,18;1;4;167,64
186;165,1;170,18;1;4;167,64
186;165,1;170,18;0;4;165,1
187;165,1;170,18;0;1;160,02
188;165,1;167,64;1;4;160,02
188;165,1;167,64;0;4;160,02
188;165,1;167,64;0;4;160,02
188;165,1;167,64;0;4;152,4
190;165,1;165,1;1;9;175,26
190;165,1;165,1;1;9;172,72
190;165,1;165,1;1;9;172,72
190;165,1;165,1;0;9;165,1
190;165,1;165,1;0;9;165,1
190;165,1;165,1;0;9;157,48
190;165,1;165,1;0;9;157,48
190;165,1;165,1;0;9;154,94
190;165,1;165,1;0;9;149,86
191;165,1;166,37;1;2;179,578
191;165,1;166,37;0;2;166,37
192;165,1;165,1;1;6;175,768
192;165,1;165,1;1;6;175,26
192;165,1;165,1;1;6;172,72
192;165,1;165,1;1;6;171,958
192;165,1;165,1;0;6;163,83
192;165,1;165,1;0;6;153,67
193;165,1;162,56;1;6;170,18
193;165,1;162,56;1;6;170,18
193;165,1;162,56;0;6;162,56
193;165,1;162,56;0;6;162,56
193;165,1;162,56;0;6;158,75
193;165,1;162,56;0;6;153,67
194;165,1;160,02;1;2;177,8
194;165,1;160,02;0;2;160,02
195;165,1;160,02;1;3;167,64
195;165,1;160,02;1;3;167,64
195;165,1;160,02;0;3;160,02
196;166,37;160,02;1;4;180,34
196;166,37;160,02;1;4;180,34
196;166,37;160,02;1;4;175,26
196;166,37;160,02;0;4;161,29
197;166,37;152,4;1;5;172,72
197;166,37;152,4;1;5;172,72
197;166,37;152,4;1;5;170,18
197;166,37;152,4;1;5;170,18
197;166,37;152,4;0;5;157,48
198;162,56;162,56;1;7;181,61
198;162,56;162,56;1;7;172,72
198;162,56;162,56;0;7;166,37
198;162,56;162,56;0;7;162,56
198;162,56;162,56;0;7;157,48
198;162,56;162,56;0;7;157,48
198;162,56;162,56;0;7;154,94
199;162,56;162,56;1;7;179,07
199;162,56;162,56;1;7;172,72
199;162,56;162,56;0;7;170,18
199;162,56;162,56;0;7;165,1
199;162,56;162,56;0;7;162,56
199;162,56;162,56;0;7;162,56
199;162,56;162,56;0;7;152,4
200;162,56;160,02;1;1;163,83
201;162,56;152,4;1;2;167,64
201;162,56;152,4;0;2;152,4
203;157,48;167,64;1;3;162,56
203;157,48;167,64;0;3;157,48
203;157,48;167,64;0;3;154,94
204;158,75;160,02;1;2;168,91
204;158,75;160,02;0;2;144,78
136A;173,99;165,1;1;8;182,88
136A;173,99;165,1;1;8;179,07
136A;173,99;165,1;1;8;174,498
136A;173,99;165,1;1;8;173,99
136A;173,99;165,1;1;8;171,958
136A;173,99;165,1;0;8;162,56
136A;173,99;165,1;0;8;161,29
